order_id,customer_id,store_id,staff_id,item_id,product_id,product_name,brand_id,category_id,model_year,quantity,list_price,EGP,list_price_egp,discount,order_status,order_date,required_date,shipped_date,late_delivery,latency_days,weekend
1346,136,3,8,3,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,2,449.0,47.9492,21529.1908,0.05,4,2018-01-14,2018-01-15,2018-01-15,False,0 days,True
1467,152,2,7,1,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,1,449.0,47.9492,21529.1908,0.07,4,2018-03-26,2018-03-27,2018-03-29,True,2 days,False
6,94,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-01-04,2016-01-07,2016-01-05,False,0 days,False
6,94,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-01-04,2016-01-07,2016-01-05,False,0 days,False
15,450,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-01-09,2016-01-10,2016-01-12,True,2 days,False
15,450,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-01-09,2016-01-10,2016-01-12,True,2 days,False
26,1280,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-01-18,2016-01-21,2016-01-19,False,0 days,False
26,1280,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-01-18,2016-01-21,2016-01-19,False,0 days,False
32,1259,1,3,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-01-21,2016-01-24,2016-01-22,False,0 days,False
32,1259,1,3,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-01-21,2016-01-24,2016-01-22,False,0 days,False
43,1434,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-01-27,2016-01-28,2016-01-30,True,2 days,False
43,1434,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-01-27,2016-01-28,2016-01-30,True,2 days,False
65,996,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-02-08,2016-02-09,2016-02-11,True,2 days,False
65,996,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-02-08,2016-02-09,2016-02-11,True,2 days,False
66,1253,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-02-09,2016-02-12,2016-02-12,False,0 days,False
66,1253,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-02-09,2016-02-12,2016-02-12,False,0 days,False
67,526,3,8,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-02-09,2016-02-11,2016-02-10,False,0 days,False
67,526,3,8,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-02-09,2016-02-11,2016-02-10,False,0 days,False
72,1386,1,2,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-02-12,2016-02-15,2016-02-13,False,0 days,False
72,1386,1,2,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-02-12,2016-02-15,2016-02-13,False,0 days,False
94,929,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-02-27,2016-02-28,2016-02-29,True,1 days,True
94,929,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-02-27,2016-02-28,2016-02-29,True,1 days,True
100,1237,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-03-01,2016-03-04,2016-03-03,False,0 days,False
100,1237,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-03-01,2016-03-04,2016-03-03,False,0 days,False
101,271,3,8,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-03-01,2016-03-04,2016-03-04,False,0 days,False
101,271,3,8,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-03-01,2016-03-04,2016-03-04,False,0 days,False
111,630,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-03-07,2016-03-10,2016-03-10,False,0 days,False
111,630,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-03-07,2016-03-10,2016-03-10,False,0 days,False
113,1078,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-03-08,2016-03-11,2016-03-11,False,0 days,False
113,1078,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-03-08,2016-03-11,2016-03-11,False,0 days,False
114,1431,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-03-08,2016-03-10,2016-03-11,True,1 days,False
114,1431,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-03-08,2016-03-10,2016-03-11,True,1 days,False
123,766,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-03-15,2016-03-18,2016-03-17,False,0 days,False
123,766,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-03-15,2016-03-18,2016-03-17,False,0 days,False
140,1264,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-03-23,2016-03-26,2016-03-26,False,0 days,False
140,1264,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-03-23,2016-03-26,2016-03-26,False,0 days,False
146,288,1,3,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-03-28,2016-03-30,2016-03-30,False,0 days,False
146,288,1,3,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-03-28,2016-03-30,2016-03-30,False,0 days,False
149,763,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-03-28,2016-03-30,2016-03-29,False,0 days,False
149,763,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-03-28,2016-03-30,2016-03-29,False,0 days,False
154,1286,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-03-31,2016-04-01,2016-04-01,False,0 days,False
154,1286,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-03-31,2016-04-01,2016-04-01,False,0 days,False
163,1325,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-04-06,2016-04-07,2016-04-07,False,0 days,False
163,1325,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-04-06,2016-04-07,2016-04-07,False,0 days,False
167,1034,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-04-08,2016-04-09,2016-04-11,True,2 days,True
167,1034,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-04-08,2016-04-09,2016-04-11,True,2 days,True
168,1147,1,3,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-04-09,2016-04-12,2016-04-11,False,0 days,True
168,1147,1,3,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-04-09,2016-04-12,2016-04-11,False,0 days,True
170,1200,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-04-10,2016-04-11,2016-04-13,True,2 days,False
170,1200,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-04-10,2016-04-11,2016-04-13,True,2 days,False
178,756,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-04-16,2016-04-17,2016-04-18,True,1 days,True
178,756,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-04-16,2016-04-17,2016-04-18,True,1 days,True
179,616,2,6,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-04-17,2016-04-19,2016-04-19,False,0 days,False
179,616,2,6,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-04-17,2016-04-19,2016-04-19,False,0 days,False
183,22,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-04-19,2016-04-20,2016-04-20,False,0 days,False
183,22,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-04-19,2016-04-20,2016-04-20,False,0 days,False
191,919,1,2,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-04-27,2016-04-28,2016-04-28,False,0 days,False
191,919,1,2,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-04-27,2016-04-28,2016-04-28,False,0 days,False
193,1366,1,3,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-04-28,2016-04-30,2016-04-30,False,0 days,False
193,1366,1,3,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-04-28,2016-04-30,2016-04-30,False,0 days,False
196,1247,2,6,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-04-28,2016-04-30,2016-05-01,True,1 days,True
196,1247,2,6,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-04-28,2016-04-30,2016-05-01,True,1 days,True
207,105,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-05-05,2016-05-07,2016-05-07,False,0 days,False
207,105,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-05-05,2016-05-07,2016-05-07,False,0 days,False
208,815,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-05-06,2016-05-07,2016-05-09,True,2 days,True
208,815,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-05-06,2016-05-07,2016-05-09,True,2 days,True
212,1373,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-05-08,2016-05-09,2016-05-11,True,2 days,False
212,1373,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-05-08,2016-05-09,2016-05-11,True,2 days,False
215,1420,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-05-10,2016-05-13,2016-05-12,False,0 days,False
215,1420,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-05-10,2016-05-13,2016-05-12,False,0 days,False
218,1179,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-05-12,2016-05-14,2016-05-14,False,0 days,False
218,1179,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-05-12,2016-05-14,2016-05-14,False,0 days,False
233,737,2,6,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-05-21,2016-05-22,2016-05-24,True,2 days,False
233,737,2,6,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-05-21,2016-05-22,2016-05-24,True,2 days,False
234,1435,2,6,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-05-22,2016-05-24,2016-05-24,False,0 days,False
234,1435,2,6,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-05-22,2016-05-24,2016-05-24,False,0 days,False
254,510,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-06-03,2016-06-06,2016-06-05,False,0 days,True
254,510,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-06-03,2016-06-06,2016-06-05,False,0 days,True
285,319,1,2,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-06-25,2016-06-26,2016-06-27,True,1 days,True
285,319,1,2,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-06-25,2016-06-26,2016-06-27,True,1 days,True
296,1245,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-07-04,2016-07-07,2016-07-06,False,0 days,False
296,1245,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-07-04,2016-07-07,2016-07-06,False,0 days,False
309,211,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-07-11,2016-07-13,2016-07-13,False,0 days,False
309,211,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-07-11,2016-07-13,2016-07-13,False,0 days,False
321,568,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-07-19,2016-07-22,2016-07-21,False,0 days,False
321,568,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-07-19,2016-07-22,2016-07-21,False,0 days,False
324,480,2,6,5,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-07-20,2016-07-22,2016-07-23,True,1 days,False
324,480,2,6,5,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-07-20,2016-07-22,2016-07-23,True,1 days,False
325,848,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-07-20,2016-07-21,2016-07-21,False,0 days,False
325,848,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-07-20,2016-07-21,2016-07-21,False,0 days,False
326,1337,3,9,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-07-20,2016-07-21,2016-07-22,True,1 days,False
326,1337,3,9,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-07-20,2016-07-21,2016-07-22,True,1 days,False
327,83,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-07-21,2016-07-24,2016-07-22,False,0 days,False
327,83,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-07-21,2016-07-24,2016-07-22,False,0 days,False
336,1030,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-07-26,2016-07-29,2016-07-27,False,0 days,False
336,1030,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-07-26,2016-07-29,2016-07-27,False,0 days,False
340,963,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-07-29,2016-07-30,2016-07-31,True,1 days,True
340,963,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-07-29,2016-07-30,2016-07-31,True,1 days,True
371,891,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-08-15,2016-08-16,2016-08-18,True,2 days,False
371,891,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-08-15,2016-08-16,2016-08-18,True,2 days,False
373,337,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-08-16,2016-08-19,2016-08-17,False,0 days,False
373,337,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-08-16,2016-08-19,2016-08-17,False,0 days,False
375,536,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-08-17,2016-08-20,2016-08-20,False,0 days,False
375,536,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-08-17,2016-08-20,2016-08-20,False,0 days,False
396,542,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-08-27,2016-08-30,2016-08-29,False,0 days,True
396,542,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-08-27,2016-08-30,2016-08-29,False,0 days,True
403,578,1,3,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-08-31,2016-09-01,2016-09-02,True,1 days,False
403,578,1,3,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-08-31,2016-09-01,2016-09-02,True,1 days,False
418,88,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-09-04,2016-09-05,2016-09-05,False,0 days,True
418,88,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-09-04,2016-09-05,2016-09-05,False,0 days,True
427,434,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-09-09,2016-09-10,2016-09-11,True,1 days,True
427,434,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-09-09,2016-09-10,2016-09-11,True,1 days,True
441,704,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-09-18,2016-09-19,2016-09-19,False,0 days,True
441,704,1,2,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-09-18,2016-09-19,2016-09-19,False,0 days,True
450,575,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-09-21,2016-09-24,2016-09-23,False,0 days,False
450,575,2,7,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-09-21,2016-09-24,2016-09-23,False,0 days,False
462,852,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-09-27,2016-09-28,2016-09-29,True,1 days,False
462,852,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-09-27,2016-09-28,2016-09-29,True,1 days,False
479,984,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-10-03,2016-10-04,2016-10-04,False,0 days,False
479,984,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-10-03,2016-10-04,2016-10-04,False,0 days,False
490,876,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-10-07,2016-10-10,2016-10-09,False,0 days,True
490,876,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-10-07,2016-10-10,2016-10-09,False,0 days,True
500,148,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-10-11,2016-10-12,2016-10-13,True,1 days,False
500,148,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-10-11,2016-10-12,2016-10-13,True,1 days,False
523,1056,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-10-24,2016-10-26,2016-10-27,True,1 days,False
523,1056,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-10-24,2016-10-26,2016-10-27,True,1 days,False
529,753,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-10-28,2016-10-30,2016-10-31,True,1 days,True
529,753,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-10-28,2016-10-30,2016-10-31,True,1 days,True
531,116,3,8,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-10-28,2016-10-29,2016-10-30,True,1 days,True
531,116,3,8,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-10-28,2016-10-29,2016-10-30,True,1 days,True
532,817,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-10-29,2016-10-31,2016-10-30,False,0 days,True
532,817,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-10-29,2016-10-31,2016-10-30,False,0 days,True
533,1334,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-10-29,2016-11-01,2016-11-01,False,0 days,False
533,1334,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-10-29,2016-11-01,2016-11-01,False,0 days,False
536,759,1,3,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-10-31,2016-11-02,2016-11-01,False,0 days,False
536,759,1,3,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-10-31,2016-11-02,2016-11-01,False,0 days,False
544,321,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-11-06,2016-11-07,2016-11-08,True,1 days,False
544,321,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.05,4,2016-11-06,2016-11-07,2016-11-08,True,1 days,False
553,913,3,9,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-11-12,2016-11-13,2016-11-15,True,2 days,False
553,913,3,9,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-11-12,2016-11-13,2016-11-15,True,2 days,False
574,833,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-11-26,2016-11-27,2016-11-29,True,2 days,False
574,833,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.1,4,2016-11-26,2016-11-27,2016-11-29,True,2 days,False
575,33,1,3,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-11-27,2016-11-28,2016-11-30,True,2 days,False
575,33,1,3,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2016-11-27,2016-11-28,2016-11-30,True,2 days,False
585,1219,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-12-04,2016-12-05,2016-12-05,False,0 days,True
585,1219,2,7,4,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.07,4,2016-12-04,2016-12-05,2016-12-05,False,0 days,True
601,683,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-12-09,2016-12-10,2016-12-10,False,0 days,False
601,683,2,6,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.2,4,2016-12-09,2016-12-10,2016-12-10,False,0 days,False
603,1032,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-12-09,2016-12-10,2016-12-10,False,0 days,False
603,1032,2,7,1,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-12-09,2016-12-10,2016-12-10,False,0 days,False
613,1159,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-12-17,2016-12-19,2016-12-19,False,0 days,True
613,1159,2,7,3,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.07,4,2016-12-17,2016-12-19,2016-12-19,False,0 days,True
633,1040,3,8,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-12-28,2016-12-31,2016-12-30,False,0 days,False
633,1040,3,8,1,12,Electra Townie Original 21D - 2016,1,3,2016,2,549.99,47.9492,26371.580508,0.05,4,2016-12-28,2016-12-31,2016-12-30,False,0 days,False
634,27,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-12-29,2017-01-01,2016-12-30,False,0 days,False
634,27,2,6,2,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.1,4,2016-12-29,2017-01-01,2016-12-30,False,0 days,False
646,975,1,2,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2017-01-09,2017-01-12,2017-01-11,False,0 days,False
646,975,1,2,4,12,Electra Townie Original 21D - 2016,1,3,2016,1,549.99,47.9492,26371.580508,0.2,4,2017-01-09,2017-01-12,2017-01-11,False,0 days,False
