product_id,product_name,brand_id,category_id,model_year,list_price,Extraction_Date_Time,Source
260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,799.99,2024-05-03 23:35:21.390768,DL
261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,899.99,2024-05-03 23:35:21.390768,DL
262,Trek MT 201 - 2018,9,1,2018,249.99,2024-05-03 23:35:21.390768,DL
263,Strider Classic 12 Balance Bike - 2018,6,1,2018,89.99,2024-05-03 23:35:21.390768,DL
264,Strider Sport 16 - 2018,6,1,2018,249.99,2024-05-03 23:35:21.390768,DL
265,Strider Strider 20 Sport - 2018,6,1,2018,289.99,2024-05-03 23:35:21.390768,DL
266,Trek Superfly 20 - 2018,9,1,2018,399.99,2024-05-03 23:35:21.390768,DL
267,Trek Precaliber 12 Girl's - 2018,9,1,2018,199.99,2024-05-03 23:35:21.390768,DL
268,Trek Kickster - 2018,9,1,2018,159.99,2024-05-03 23:35:21.390768,DL
269,Trek Precaliber 12 Boy's - 2018,9,1,2018,199.99,2024-05-03 23:35:21.390768,DL
270,Trek Precaliber 16 Boy's - 2018,9,1,2018,209.99,2024-05-03 23:35:21.390768,DL
271,Trek Precaliber 16 Girl's - 2018,9,1,2018,209.99,2024-05-03 23:35:21.390768,DL
272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,289.99,2024-05-03 23:35:21.390768,DL
273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,289.99,2024-05-03 23:35:21.390768,DL
274,Trek Precaliber 20 Boy's - 2018,9,1,2018,229.99,2024-05-03 23:35:21.390768,DL
275,Trek Precaliber 20 Girl's - 2018,9,1,2018,229.99,2024-05-03 23:35:21.390768,DL
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99,2024-05-03 23:35:21.390768,DL
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99,2024-05-03 23:35:21.390768,DL
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99,2024-05-03 23:35:21.390768,DL
279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,319.99,2024-05-03 23:35:21.390768,DL
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,2024-05-03 23:35:21.390768,DL
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,2024-05-03 23:35:21.390768,DL
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,2024-05-03 23:35:21.390768,DL
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,2024-05-03 23:35:21.390768,DL
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,2024-05-03 23:35:21.390768,DL
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,2024-05-03 23:35:21.390768,DL
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,2024-05-03 23:35:21.390768,DL
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,2024-05-03 23:35:21.390768,DL
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,2024-05-03 23:35:21.390768,DL
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,2024-05-03 23:35:21.390768,DL
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,2024-05-03 23:35:21.390768,DL
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,2024-05-03 23:35:21.390768,DL
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,2024-05-03 23:35:21.390768,DL
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,2024-05-03 23:35:21.390768,DL
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,2024-05-03 23:35:21.390768,DL
299,Electra Townie Original 21D - 2018,1,2,2018,559.99,2024-05-03 23:35:21.390768,DL
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,2024-05-03 23:35:21.390768,DL
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,2024-05-03 23:35:21.390768,DL
302,Electra Townie Original 1 - 2018,1,2,2018,449.99,2024-05-03 23:35:21.390768,DL
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,2024-05-03 23:35:21.390768,DL
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,2024-05-03 23:35:21.390768,DL
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,2024-05-03 23:35:21.390768,DL
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,2024-05-03 23:35:21.390768,DL
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,2024-05-03 23:35:21.390768,DL
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,2024-05-03 23:35:21.390768,DL
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,2024-05-03 23:35:21.390768,DL
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,2024-05-03 23:35:21.390768,DL
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,2024-05-03 23:35:21.390768,DL
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,2024-05-03 23:35:21.390768,DL
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,2024-05-03 23:35:21.390768,DL
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,2024-05-03 23:35:21.390768,DL
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,2024-05-03 23:35:21.390768,DL
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,2024-05-03 23:35:21.390768,DL
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,2024-05-03 23:35:21.390768,DL
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,2024-05-03 23:35:21.390768,DL
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,2024-05-03 23:35:21.390768,DL
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,2024-05-03 23:35:21.390768,DL
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,2024-05-03 23:35:21.390768,DL
